source,author,title,publishedAt,description,urlToImage,url
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,UPDATE 1-Japan trade minister says will take a week to restore power across Hokkaido,2018-09-06T04:54:43Z,"Restoring full power across Japan's northern island of Hokkaido will take at least a week after a powerful earthquake struck early in the day, damaging its largest fossil fuel power plant, Trade and Industry Minister Hiroshige Seko said on Thursday.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/japan-quake-seko/update-1-japan-trade-minister-says-will-take-a-week-to-restore-power-across-hokkaido-idUSL3N1VS2C8
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,BRIEF-Polyphor: Novo Holdings Invests CHF 6.8 Million In Polyphor,2018-09-06T04:53:16Z,Polyphor AG:,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/brief-polyphor-novo-holdings-invests-chf/brief-polyphor-novo-holdings-invests-chf-6-8-million-in-polyphor-idUSFWN1VR0ZD
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,PRESS DIGEST-New York Times business news - Sept 6,2018-09-06T04:52:01Z,The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy.,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/press-digest-nyt/press-digest-new-york-times-business-news-sept-6-idUSL3N1VS2ML
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,China finds African swine fever in Anhui farm; 10th outbreak in a month,2018-09-06T04:50:30Z,"China has detected an outbreak of African swine fever on a farm in Anhui province, its tenth case since the first outbreak of the deadly virus was discovered just over a month ago, state broadcaster China Central Television said on Thursday.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/china-swinefever/china-finds-african-swine-fever-in-anhui-farm-10th-outbreak-in-a-month-idUSB9N1UU00I
"{'name': 'Reuters', 'id': 'reuters'}",Francesca Landini,"Starbucks' Italian dream comes true, but it is not cheap",2018-09-06T04:48:45Z,"Starbucks, the world's biggest coffee chain, will realize its chairman's dream on Friday when it opens an upmarket roastery and cafe in Milan, but the test will be to convince coffee-obsessed Italians to pay more for their daily espresso.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301317179&w=1200&r=LYNXNPEE850AJ,https://www.reuters.com/article/us-starbucks-italy/starbucks-italian-dream-comes-true-but-it-is-not-cheap-idUSKCN1LM0G2
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,"U.S., India in 'very detailed' talks about halting Iran oil imports: State Department official",2018-09-06T04:45:07Z,"The United States and India are engaged in ""very detailed conversations"" over Washington's request to completely stop India's oil imports from Iran, a senior U.S. State Department official told reporters on Thursday.",https://s2.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301313610&w=1200&r=LYNXNPEE850AF,https://www.reuters.com/article/us-india-usa-iran/u-s-india-in-very-detailed-talks-about-halting-iran-oil-imports-state-department-official-idUSKCN1LM0FW
"{'name': 'Reuters', 'id': 'reuters'}",Nidhi Verma,RPT-India's August imports of Iran oil down a third month-on-month - sources - Reuters,2018-09-06T04:37:00Z,Charlotte Observer RPT-India's August imports of Iran oil down a third month-on-month - sources Reuters (Repeats with no changes in text). * Imports of Iran oil up 56 pct in August year on year. * Indian refiners were attracted by Iranian discounts. * Washing…,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://in.reuters.com/article/india-iran-oil/rpt-indias-august-imports-of-iran-oil-down-a-third-month-on-month-sources-idINL3N1VS2L0
"{'name': 'Reuters', 'id': 'reuters'}",Nidhi Verma,RPT-India's August imports of Iran oil down a third month-on-month - sources - Reuters,2018-09-06T04:36:00Z,U.S. News & World Report RPT-India's August imports of Iran oil down a third month-on-month - sources Reuters (Repeats with no changes in text). * Imports of Iran oil up 56 pct in August year on year. * Indian refiners were attracted by Iranian discounts. * W…,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/india-iran-oil/rpt-indias-august-imports-of-iran-oil-down-a-third-month-on-month-sources-idUSL3N1VS2L0
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,"U.S., India in 'very detailed' talks about halting Iran oil imports: U.S. State Department official",2018-09-06T04:34:51Z,"The United States and India are engaged in ""very detailed conversations"" over Washington's request to completely stop India's oil imports from Iran, a senior U.S. State Department official told reporters on Thursday.",https://s2.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301313610&w=1200&r=LYNXNPEE850AF,https://in.reuters.com/article/us-india-usa-iran/u-s-india-in-very-detailed-talks-about-halting-iran-oil-imports-state-department-official-idINKCN1LM0FW
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,RBI likely sold dollars to keep rupee from reaching 72 per dollar - dealers,2018-09-06T04:33:10Z,"The Reserve Bank of India is supporting the rupee from falling to 72 to the dollar mark, said two dealers on Thursday, citing spurts of dollars sales at the 71.95 level likely by the central bank.",https://s1.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301305832&w=1200&r=LYNXNPEE850A1,https://in.reuters.com/article/india-cenbank-intervention/rbi-likely-sold-dollars-to-keep-rupee-from-reaching-72-per-dollar-dealers-idINKCN1LM0EX
"{'name': 'Reuters', 'id': 'reuters'}",Francesca Landini,"Starbucks' Italian dream comes true, but it is not cheap",2018-09-06T04:25:46Z,"Starbucks, the world's biggest coffee chain, will realise its chairman's dream on Friday when it opens an upmarket roastery and cafe in Milan, but the test will be to convince coffee-obsessed Italians to pay more for their daily espresso.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301297413&w=1200&r=LYNXNPEE8509P,https://in.reuters.com/article/starbucks-italy/starbucks-italian-dream-comes-true-but-it-is-not-cheap-idINKCN1LM0E8
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Japan trade minister sees at least a week to restore power across whole Hokkaido,2018-09-06T04:25:18Z,"Restoring full power across the Japan's northern island of Hokkaido will take at least a week after a powerful earthquake that struck earlier in the day, Trade and Industry Minister Hiroshige Seko said on Thursday.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301295990&w=1200&r=LYNXNPEE8509Y,https://www.reuters.com/article/us-japan-quake-seko/japan-trade-minister-sees-at-least-a-week-to-restore-power-across-whole-hokkaido-idUSKCN1LM0EP
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Uber launches taxi-hailing app in Japan's Nagoya,2018-09-06T04:20:06Z,"Uber Technologies [UBER.UL] on Thursday said it would launch a taxi-hailing app for taxis operating in Nagoya, as the U.S. firm tries to expand its foothold in a country where it has been blocked from offering its own ridesharing service.",https://s2.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301290640&w=1200&r=LYNXNPEE8509K-OCATC,https://ca.reuters.com/article/technologyNews/idCAKCN1LM0E7-OCATC
"{'name': 'Reuters', 'id': 'reuters'}",Jack Stubbs and Johan Ahlander,Exclusive: Right-wing sites swamp Sweden with 'junk news' in tight election race,2018-09-06T04:19:52Z,"One in three news articles shared online about the upcoming Swedish election come from websites publishing deliberately misleading information, most with a right-wing focus on immigration and Islam, Oxford University researchers say.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://ca.reuters.com/article/topNews/idCAKCN1LM0DN-OCATP
"{'name': 'Reuters', 'id': 'reuters'}",Jack Stubbs,Exclusive: Right-wing sites swamp Sweden with 'junk news' in tight election race,2018-09-06T04:19:52Z,"One in three news articles shared online about the upcoming Swedish election come from websites publishing deliberately misleading information, most with a right-wing focus on immigration and Islam, Oxford University researchers say.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/us-sweden-election-disinformation-exclus/exclusive-right-wing-sites-swamp-sweden-with-junk-news-in-tight-election-race-idUSKCN1LM0DN
"{'name': 'Reuters', 'id': 'reuters'}",Jack Stubbs,Exclusive: Right-wing sites swamp Sweden with 'junk news' in tight election race,2018-09-06T04:19:52Z,"One in three news articles shared online about the upcoming Swedish election come from websites publishing deliberately misleading information, most with a right-wing focus on immigration and Islam, Oxford University researchers say.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/us-sweden-election-disinformation-exclus/exclusive-right-wing-sites-swamp-sweden-with-junk-news-in-tight-election-race-idUSKCN1LM0DN
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Novartis sells parts of Sandoz US to India's Aurobindo for $900 mln,2018-09-06T04:18:00Z,"Novartis AG said on Thursday it would sell the dermatology and generic U.S. oral solids portfolios of Sandoz U.S. to India's Aurobindo Pharma Ltd for $900 million, as the Swiss drugmaker looks to focus on higher growth areas.",https://s2.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301292409&w=1200&r=LYNXNPEE8509I,https://in.reuters.com/article/novartis-sandoz-aurobindo-pharma/novartis-sells-parts-of-sandoz-us-to-indias-aurobindo-for-900-mln-idINKCN1LM0DY
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Uber launches taxi-hailing app in Japan's Nagoya,2018-09-06T04:17:39Z,"Uber Technologies [UBER.UL] on Thursday said it would launch a taxi-hailing app for taxis operating in Nagoya, as the U.S. firm tries to expand its foothold in a country where it has been blocked from offering its own ridesharing service.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301291258&w=1200&r=LYNXNPEE8509K,https://www.reuters.com/article/us-uber-japan/uber-launches-taxi-hailing-app-in-japans-nagoya-idUSKCN1LM0E7
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,"Trump on Twitter (Sept 5) - Nike, NFL, New York Times",2018-09-06T04:07:23Z,The following statements were posted to the verified personal Twitter account of U.S. President Donald Trump (@realDonaldTrump),https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301280894&w=1200&r=LYNXNPEE8508T,https://www.reuters.com/article/us-usa-trump-tweet/trump-on-twitter-nike-nfl-new-york-times-idUSKCN1LM0DH
"{'name': 'Reuters', 'id': 'reuters'}",Naveen Thukral,"METALS-Copper up for 2nd day on dollar weakness, focus on U.S.-China trade dispute",2018-09-06T04:06:26Z,Copper rose for a second session on Thursday as a weaker dollar underpinned prices even as bearish sentiment lingered amid a trade war between the United States and top metals consumer China.,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/global-metals/metals-copper-up-for-2nd-day-on-dollar-weakness-focus-on-u-s-china-trade-dispute-idUSL3N1VS1R5
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,"Murphy, Schwarber help Cubs avoid Brewers sweep - Reuters",2018-09-06T04:03:15Z,"Murphy, Schwarber help Cubs avoid Brewers sweep Reuters EditorsNote: rewords fourth and last grafs; adds new ninth graf. Daniel Murphy and Kyle Schwarber hit home runs, and Ben Zobrist added two RBIs to back left-hander Jose Quintana as Chicago avoided a thre…",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/baseball-mlb-mil-chc-recap/murphy-schwarber-help-cubs-avoid-brewers-sweep-idUSMTZEE96M7TPEQ
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Novartis sells parts of Sandoz US to India's Aurobindo for $900 mln,2018-09-06T04:01:49Z,"Novartis AG said on Thursday it would sell the dermatology and generic U.S. oral solids portfolios of Sandoz U.S. to India's Aurobindo Pharma Ltd for $900 million, as the Swiss drugmaker looks to focus on higher growth areas.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301277449&w=1200&r=LYNXNPEE8508P,https://www.reuters.com/article/us-novartis-sandoz-aurobindo-pharma/novartis-sells-parts-of-sandoz-u-s-to-indias-aurobindo-for-900-million-idUSKCN1LM0D4
"{'name': 'Reuters', 'id': 'reuters'}",Tim Kelly,Exclusive: China angered after British Navy warship sails near South China Sea islands,2018-09-06T04:00:19Z,"China expressed anger on Thursday after a British Royal Navy warship sailed close to islands claimed by China in the South China Sea late last month, saying Britain was engaged in ""provocation"" and that it had lodged a strong complaint.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301156401&w=1200&r=LYNXNPEE8500U,https://uk.reuters.com/article/uk-britain-china-southchinasea-exclusive/exclusive-british-navy-warship-sails-near-beijing-claimed-south-china-sea-islands-sources-idUKKCN1LM00V
"{'name': 'Reuters', 'id': 'reuters'}",Francesca Landini,"Starbucks' Italian dream comes true, but it is not cheap",2018-09-06T04:00:00Z,"Starbucks, the world's biggest coffee chain, will realise its chairman's dream on Friday when it opens an upmarket roastery and cafe in Milan, but the test will be to convince coffee-obsessed Italians to pay more for their daily espresso.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/starbucks-italy/starbucks-italian-dream-comes-true-but-it-is-not-cheap-idUSL5N1VR1HV
"{'name': 'Reuters', 'id': 'reuters'}",William Mallard,"One killed, 32 missing after quake paralyses Japan's Hokkaido island",2018-09-06T03:56:48Z,"At least one person was killed and 32 were missing, Japanese media reported, after a powerful earthquake paralysed the northern island of Hokkaido on Thursday, triggering landslides and knocking out power to its 5.3 million residents.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301175831&w=1200&r=LYNXNPEE8504R,https://uk.reuters.com/article/us-japan-quake/magnitude-7-quake-hits-southeast-of-sapporo-japan-at-depth-of-66-km-usgs-idUKKCN1LL2QK
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,China to exempt VAT for interest income from loans to smaller firms - finance ministry,2018-09-06T03:56:33Z,China's finance ministry said on Thursday interest income from loans by financial institutions to smaller firms will be exempt from value-added tax (VAT) from Sept. 1 until the end of 2020.,https://s2.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301269820&w=1200&r=LYNXNPEE8508G,https://in.reuters.com/article/china-economy-tax/china-to-exempt-vat-for-interest-income-from-loans-to-smaller-firms-finance-ministry-idINKCN1LM0CD
"{'name': 'Reuters', 'id': 'reuters'}",Shinichi Saoshiro,Dollar sags as European peers bounce; Aussie dips after trade data,2018-09-06T03:54:35Z,"The dollar sagged on Thursday as the pound led a bounce in European currencies, although skittish emerging market currencies and global trade concerns limited the greenback's losses.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301166081&w=1200&r=LYNXNPEE85026,https://uk.reuters.com/article/us-global-forex/dollar-sags-on-firmer-pound-wobbly-emerging-currencies-brake-fall-idUKKCN1LM038
"{'name': 'Reuters', 'id': 'reuters'}",Joyce Lee,North Korea's Kim says wants to denuclearise in Trump's first term - Seoul - Reuters,2018-09-06T03:54:15Z,"Reuters North Korea's Kim says wants to denuclearise in Trump's first term - Seoul Reuters SEOUL (Reuters) - North Korean leader Kim Jong Un said he wants to denuclearise the Korean peninsula during U.S. President Donald Trump's first term, as he agreed to ho…",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301153632&w=1200&r=LYNXNPEE85005,https://uk.reuters.com/article/uk-northkorea-southkorea/south-korean-envoys-en-route-to-north-korea-as-denuclearisation-talks-stall-idUKKCN1LK2W6
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Cardinals' Adams homers twice in win over Nationals,2018-09-06T03:54:08Z,,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/baseball-mlb-was-stl-recap/cardinals-adams-homers-twice-in-win-over-nationals-idUSMTZEE96M7PJEM
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Ohtani perfect at plate as Angels whip Rangers,2018-09-06T03:53:45Z,,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/baseball-mlb-tex-laa-recap/ohtani-perfect-at-plate-as-angels-whip-rangers-idUSMTZEE96M7OYEK
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,China to exempt VAT for interest income from loans to smaller firms: finance ministry,2018-09-06T03:53:20Z,China's finance ministry said on Thursday interest income from loans by financial institutions to smaller firms will be exempt from value-added tax (VAT) from Sept. 1 until the end of 2020.,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/us-china-economy-tax/china-to-exempt-vat-for-interest-income-from-loans-to-smaller-firms-finance-ministry-idUSKCN1LM0CP
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,China criticizes Britain for ship entering its waters in South China Sea,2018-09-06T03:52:21Z,China's Foreign Ministry said on Thursday a British Royal Navy warship entered Chinese territorial waters around the Paracel Islands in the South China Sea without permission on Aug. 31 and that China's navy warned the British ship to leave.,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/us-britain-china-southchinasea-ministry/china-criticizes-britain-for-ship-entering-its-waters-in-south-china-sea-idUSKCN1LM0CL
"{'name': 'Reuters', 'id': 'reuters'}",Leika Kihara,"BOJ's Kataoka urges more stimulus, criticises bank's flexible bond yield plan",2018-09-06T03:27:15Z,"Bank of Japan board member Goushi Kataoka criticised on Thursday the central bank's decision in July to make its policy framework more sustainable, arguing that it should have instead ramped up stimulus to hasten the achievement of its elusive price target.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301259448&w=1200&r=LYNXNPEE8507W,https://in.reuters.com/article/japan-economy-boj/bojs-kataoka-urges-more-stimulus-criticises-banks-flexible-bond-yield-plan-idINKCN1LM0BH
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,"Florence, now a Category 3 hurricane, should remain powerful: NHC",2018-09-06T03:27:10Z,"Florence weakened slightly to a Category 3 hurricane, but should remain powerful for several more days, the U.S. National Hurricane Center (NHC) said in its latest advisory on Wednesday.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/us-storm-florence-atlantic/florence-now-a-category-3-hurricane-should-remain-powerful-nhc-idUSKCN1LM0BJ
"{'name': 'Reuters', 'id': 'reuters'}",Hari Kishan,"U.S. dollar to keep currency crown this year, but not next: Reuters poll",2018-09-06T03:25:53Z,"The U.S. dollar, which has had its best yearly performance since 2015 so far in 2018, will hold on to those gains for the rest of the year but beyond that is unlikely to maintain its ascendancy, a Reuters poll showed.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301259189&w=1200&r=LYNXNPEE8507U,https://in.reuters.com/article/forex-poll-euro/u-s-dollar-to-keep-currency-crown-this-year-but-not-next-reuters-poll-idINKCN1LM0BF
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,French President Macron's popularity slumps to record low in poll,2018-09-06T03:23:03Z,"French President Emmanuel Macron's popularity has hit a record low following the resignation of a popular minister and a summer scandal over his bodyguard, a poll showed on Thursday.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301256685&w=1200&r=LYNXNPEE8507R,https://www.reuters.com/article/us-france-politics-poll/french-president-macrons-popularity-slumps-to-record-low-in-poll-idUSKCN1LM0B6
"{'name': 'Reuters', 'id': 'reuters'}",Alex Dobuzinskis,Fast-growing Northern California wildfire forces evacuations - Reuters,2018-09-06T03:22:00Z,"Reuters Fast-growing Northern California wildfire forces evacuations Reuters LOS ANGELES (Reuters) - A wildfire erupted in forest land in Northern California on Wednesday, forcing the evacuation of dozens of homes and the closure of a stretch of an interstate…",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301254449&w=1200&r=LYNXNPEE8507L,https://in.reuters.com/article/california-wildfires/fast-growing-northern-california-wildfire-forces-evacuations-idINKCN1LM0AV
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,French President Macron's popularity slumps to record low in poll,2018-09-06T03:07:09Z,"French President Emmanuel Macron's popularity has hit a record low following the resignation of a popular minister and a summer scandal over his bodyguard, a poll showed on Thursday.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301241342&w=1200&r=LYNXNPEE8506Z,https://af.reuters.com/article/worldNews/idAFKCN1LM0AJ
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,"Morning News Call - India, September 6",2018-09-06T03:03:17Z,"To access the newsletter, click on the link:
 
 http://share.thomsonreuters.com/assets/newsletters/Indiamorning/MNC_IN_09062018.pdf
    
    
If you would like to receive this newsletter via email, please register at: https://forms.thomsonreuters.com/india-mo…",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/india-morningcall/morning-news-call-india-september-6-idUSL3N1VS1U8
"{'name': 'Reuters', 'id': 'reuters'}",Manoj Kumar,GST effect: Hundreds of thousands laid off despite growth,2018-09-06T02:59:55Z,"Tilak Raj Bathla's tiny weaving factory is one of the few still humming on a once busy road in Panipat, known as the country's ""textile city"".",https://s2.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301220826&w=1200&r=LYNXNPEE8426H,https://in.reuters.com/article/india-election-tax-insight-gst/indias-tax-effect-hundreds-of-thousands-laid-off-despite-growth-idINKCN1LL36M
"{'name': 'Reuters', 'id': 'reuters'}",Ian Ransom,Soccer-Former refugee Mabil senses new chance in Arnold's Australia,2018-09-06T02:57:57Z,Awer Mabil's soccer-focused charity has put boots on the feet of children at the Kenyan refugee camp where he was raised and now the Denmark-based winger hopes to realise his own playing dreams with a spot in Graham Arnold's Australia team.,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://uk.reuters.com/article/uk-soccer-australia-mabil/former-refugee-mabil-senses-new-chance-in-arnolds-australia-idUKKCN1LM0C1
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Woman killed in southeast London house fire,2018-09-06T02:55:42Z,"A woman was found dead in a house fire in southeast London that also damaged three floors of the property early on Thursday, the London Fire Brigade said http://bit.ly/2CnTgZ7.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://uk.reuters.com/article/uk-britain-fire/firefighters-tackle-blaze-in-at-a-terraced-house-in-south-east-london-idUKKCN1LM06K
"{'name': 'Reuters', 'id': 'reuters'}",William Mallard,"One killed, 32 missing after quake paralyzes Japan's Hokkaido island",2018-09-06T02:55:11Z,"At least one person was killed and 32 were missing, Japanese media reported, after a powerful earthquake paralyzed the northern island of Hokkaido on Thursday, triggering landslides and knocking out power to its 5.3 million residents.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301269603&w=1200&r=LYNXNPEE8508J,https://uk.reuters.com/article/uk-japan-quake/magnitude-7-quake-hits-southeast-of-sapporo-japan-at-depth-of-66-km-usgs-idUKKCN1LL2UE
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Japan government says quake-hit Hokkaido's main power plant damaged,2018-09-06T02:54:28Z,"A coal-fired power plant supplying half of Japan's northern Hokkaido island was damaged in a powerful earthquake that struck earlier on Thursday, the country's industry ministry said.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/us-japan-quake-hokkaido-elecpwr/japan-government-says-quake-hit-hokkaidos-main-power-plant-damaged-idUSKCN1LM09N
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Jays ride 7-run 1st inning past Rays,2018-09-06T02:50:09Z,,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/baseball-mlb-tor-tb-recap/jays-ride-7-run-1st-inning-past-rays-idUSMTZEE96M30V9T
"{'name': 'Reuters', 'id': 'reuters'}",Ayai Tomisawa,"Nikkei dragged lower by tech sell-off, Hokkaido quake",2018-09-06T02:48:39Z,"Japan's Nikkei fell on Thursday as tech shares were pressured by losses in their U.S. peers overnight and as investors awaited damage assessments after a powerful earthquake in Hokkaido, the latest in a series of natural disasters to hit the country this year.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/japan-stocks-midday/nikkei-dragged-lower-by-tech-sell-off-hokkaido-quake-idUSL3N1VS1Z3
"{'name': 'Reuters', 'id': 'reuters'}",Fathin Ungku,Facebook to invest $1 billion in first Asian data centre in Singapore,2018-09-06T02:46:16Z,"Facebook said on Thursday it will invest more than $1 billion to build its first data centre in Asia in Singapore, slated to open in 2022.",https://s1.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301220725&w=1200&r=LYNXNPEE85032,https://in.reuters.com/article/facebook-singapore/facebook-to-build-first-asian-data-centre-in-singapore-investing-over-1-billion-idINKCN1LM04O
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Factbox: Over 200 tweaks in India's biggest tax reform create confusion,2018-09-06T02:44:59Z,"India introduced a new national Goods and Services Tax (GST) in July last year, aiming to unify its $2.6 trillion economy and 1.3 billion people into a single market for the first time.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://in.reuters.com/article/india-election-tax-factox/factbox-over-200-tweaks-in-indias-biggest-tax-reform-create-confusion-idINKCN1LL36S
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Japan govt says quake-hit Hokkaido's main power plant damaged,2018-09-06T02:43:40Z,"A coal-fired power plant supplying half of Japan's northern Hokkaido island was damaged in a powerful earthquake that struck earlier on Thursday, the country's industry ministry said.",https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,https://www.reuters.com/article/japan-quake-hokkaido-elecpwr/japan-govt-says-quake-hit-hokkaidos-main-power-plant-damaged-idUSL3N1VS1MN
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Former Grand Slam champ Schiavone retires,2018-09-06T02:17:11Z,"Former French Open champion Francesca Schiavone, who once reached a career-best ranking of No. 4, announced her retirement during a news conference Wednesday at the U.S. Open.",https://s1.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301195406&w=1200&r=LYNXNPEE85060,https://www.reuters.com/article/us-tennis-tennis-schiavone-retires/former-grand-slam-champ-schiavone-retires-idUSKCN1LM088
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,Former Grand Slam champ Schiavone retires,2018-09-06T02:17:11Z,"Former French Open champion Francesca Schiavone, who once reached a career-best ranking of No. 4, announced her retirement during a news conference Wednesday at the U.S. Open.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301197673&w=1200&r=LYNXNPEE85060-OCASP,https://ca.reuters.com/article/sportsNews/idCAKCN1LM088-OCASP
"{'name': 'Reuters', 'id': 'reuters'}",Frank Pingue,Serena not looking past Sevastova semi-final showdown,2018-09-06T02:10:29Z,"Serena Williams, who is gunning for a record-equaling 24th Grand Slam title, and rising Japanese talent Naomi Osaka are each a win away from meeting in what could prove to be a fascinating U.S. Open women's final.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301193083&w=1200&r=LYNXNPEE8505X-OCASP,https://ca.reuters.com/article/sportsNews/idCAKCN1LM080-OCASP
"{'name': 'Reuters', 'id': 'reuters'}",Frank Pingue,Serena not looking past Sevastova semi-final showdown,2018-09-06T02:10:29Z,"Serena Williams, who is gunning for a record-equaling 24th Grand Slam title, and rising Japanese talent Naomi Osaka are each a win away from meeting in what could prove to be a fascinating U.S. Open women's final.",https://s4.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301190979&w=1200&r=LYNXNPEE8505X,https://www.reuters.com/article/us-tennis-usopen-women-semis/serena-not-looking-past-sevastova-semi-final-showdown-idUSKCN1LM080
"{'name': 'Reuters', 'id': 'reuters'}",Reuters Editorial,"North, South Korea leaders to hold summit on Sept 18-20, Seoul says",2018-09-06T02:07:00Z,"North and South Korea agreed to hold a summit of their leaders in Pyongyang on Sept. 18-20, and discuss ""practical measures"" to realize denuclearization of the Korean peninsula, a senior South Korean official said on Thursday.",https://s3.reutersmedia.net/resources/r/?m=02&d=20180906&t=2&i=1301186473&w=1200&r=LYNXNPEE8505P,https://www.reuters.com/article/us-northkorea-southkorea/north-south-korea-leaders-to-hold-summit-on-sept-18-20-seoul-says-idUSKCN1LM07M
